Player,Country,Start,End,Matches,Innings,Overs,Maidens,Runs,Wickets,Average,Economy,StrikeRate,BestBowlingInnings,FourWickets,FiveWickets
Riazat Ali Shah,UGA,2019,2024,63,45,126.4,0,872,41,21.26829268292683,6.88421052631579,18.536585365853657,4/12,2,0
KOK Williams,West Indies,2016,2020,26,26,91.5,2,805,41,19.634146341463413,8.765880217785844,13.439024390243903,4/28,1,0
Amjad Mahboob,SGP,2019,2023,30,30,101.4,1,843,40,21.075,8.291803278688525,15.25,3/20,0,0
Bilal Muhammad,MLT,2021,2022,31,31,118.2,3,786,40,19.65,6.642253521126761,17.75,4/10,2,0
Dawlat Zadran,Afghanistan,2012,2019,34,34,123.3,2,980,40,24.5,7.935222672064778,18.525,4/44,1,0
Khizar Hayat,MAS,2020,2024,47,43,136,6,842,40,21.05,6.1911764705882355,20.4,5/4,0,1
EJB Miles,JER,2019,2023,33,33,107,1,696,40,17.4,6.5046728971962615,16.05,3/10,0,0
C Rumistrzewicz,ESP,2021,2024,26,24,88,4,447,40,11.175,5.079545454545454,13.2,5/7,1,2
N Senamontree,THA,2020,2024,33,33,116.4,9,668,40,16.7,5.725714285714285,17.5,4/9,1,0
Fareed Ahmad,Afghanistan,2016,2024,30,29,90.3,0,764,39,19.58974358974359,8.441988950276244,13.923076923076923,3/14,0,0
J Miyagi,UGA,2022,2024,26,25,79.3,3,471,39,12.076923076923077,5.9245283018867925,12.23076923076923,3/7,0,0
JDS Neesham,New Zealand,2012,2024,79,53,118.3,0,1078,39,27.641025641025642,9.09704641350211,18.23076923076923,3/16,0,0
VP Thamotharam,MLT,2020,2024,55,44,121.5,0,972,39,24.923076923076923,7.978112175102599,18.743589743589745,3/22,0,0
Ali Naseer,United Arab Emirates,2023,2024,32,31,106.1,2,809,38,21.289473684210527,7.620094191522763,16.763157894736842,4/24,3,0
Basil Hameed,United Arab Emirates,2020,2024,61,36,85.3,1,598,38,15.736842105263158,6.994152046783626,13.5,4/25,1,0
IK Gamantika,INA,2022,2024,44,38,113.1,2,649,38,17.07894736842105,5.734904270986745,17.86842105263158,4/24,1,0
Ishtiaq Ahmad,KSA,2021,2024,31,30,105.2,3,681,38,17.92105263157895,6.465189873417722,16.63157894736842,5/27,0,1
MG Johnson,Australia,2007,2013,30,30,109.2,2,797,38,20.973684210526315,7.289634146341464,17.263157894736842,3/15,0,0
PK Langat,Kenya,2021,2024,35,31,88.4,3,603,38,15.868421052631579,6.800751879699248,14,6/17,1,1
KA Maharaj,South Africa,2021,2024,39,39,133.5,1,982,38,25.842105263157894,7.3374844333748435,21.13157894736842,3/27,0,0
Mahedi Hasan,BAN,2018,2024,51,49,169.2,2,1132,38,29.789473684210527,6.685039370078741,26.736842105263154,3/19,0,0
Muhammad Jawadullah,United Arab Emirates,2023,2024,23,23,88.4,1,661,38,17.394736842105264,7.454887218045112,14,4/26,2,0
R Sakurano-Thomas,Japan,2022,2024,35,34,87.2,3,577,38,15.18421052631579,6.606870229007634,13.789473684210526,6/26,0,2
Usman Najeeb,KSA,2022,2024,23,23,82.3,0,634,38,16.68421052631579,7.684848484848485,13.026315789473685,3/13,0,0
DL Vettori,New Zealand,2007,2014,34,34,131.1,1,748,38,19.68421052631579,5.702668360864041,20.710526315789473,4/20,1,0
Aayan Afzal Khan,United Arab Emirates,2022,2024,36,35,126.2,1,753,37,20.35135135135135,5.960422163588391,20.486486486486488,3/7,0,0
Ahmed Raza,United Arab Emirates,2014,2022,55,54,178,2,1178,37,31.83783783783784,6.617977528089888,28.864864864864863,5/19,0,1
J Botha,South Africa,2006,2012,40,39,129,1,823,37,22.243243243243242,6.37984496124031,20.91891891891892,3/16,0,0
JH Davey,Scotland,2012,2022,31,30,108.5,0,887,37,23.972972972972972,8.150076569678408,17.64864864864865,4/18,2,0
BD Glover,NED,2019,2024,25,25,81.5,1,565,37,15.27027027027027,6.9042769857433814,13.27027027027027,4/12,2,0
Mohammad Naveed,United Arab Emirates,2015,2019,31,31,114.4,5,729,37,19.7027027027027,6.357558139534883,18.594594594594593,3/14,0,0
Mohammed Nadeem,QAT,2019,2024,35,35,123,1,797,37,21.54054054054054,6.479674796747967,19.945945945945947,4/10,1,0
Nasrulla Rana,Hong Kong,2019,2024,42,39,100,3,820,37,22.16216216216216,8.2,16.216216216216218,6/12,1,1
RR Patel,Kenya,2008,2024,82,36,97.5,3,588,37,15.891891891891891,6.010221465076661,15.864864864864865,3/12,0,0
Shapoor Zadran,Afghanistan,2010,2020,36,36,115.5,3,907,37,24.513513513513512,7.8302158273381295,18.783783783783782,3/40,0,0
A Vala,Papau New Guinea,2015,2024,63,38,91.5,3,578,37,15.621621621621621,6.294010889292196,14.891891891891891,3/7,0,0
F Damiao Couana,MOZ,2019,2024,38,35,112.1,6,718,36,19.944444444444443,6.401188707280832,18.694444444444443,5/19,0,1
Faheem Ashraf,Pakistan,2017,2023,48,46,128.1,1,981,36,27.25,7.654096228868661,21.36111111111111,3/5,0,0
JP Faulkner,Australia,2012,2017,24,24,85.5,0,684,36,19,7.968932038834952,14.305555555555555,5/27,0,1
Kaleem Sana,Canada,2022,2024,27,26,96,4,594,36,16.5,6.1875,16,4/18,3,0
C Kyewuta,UGA,2021,2024,29,29,95.1,4,600,36,16.666666666666668,6.304728546409807,15.86111111111111,4/5,3,0
Mohammad Wasim (1),Pakistan,2021,2024,29,29,92.1,0,751,36,20.86111111111111,8.148282097649187,15.36111111111111,4/24,2,0
SN Netravalkar,United States of America,2019,2024,36,36,115.5,3,777,36,21.583333333333332,6.707913669064748,19.305555555555557,5/12,0,1
LV van Beek,NED,2014,2024,31,29,93,2,698,36,19.38888888888889,7.505376344086022,15.5,4/27,1,0
Aamir Kaleem,OMA,2015,2024,36,31,89,1,631,35,18.02857142857143,7.089887640449438,15.257142857142858,5/15,2,2
Amjad Sher,FIN,2019,2024,33,32,118,6,752,35,21.485714285714284,6.372881355932203,20.228571428571428,3/14,0,0
JC Archer,England,2019,2024,29,29,105.4,2,796,35,22.742857142857144,7.5331230283911665,18.114285714285714,4/33,1,0
KS Bagabena,GHA,2019,2024,45,41,107.1,5,686,35,19.6,6.401244167962675,18.37142857142857,5/9,1,1
G Bakiweyem,GHA,2019,2024,41,40,115.2,4,753,35,21.514285714285716,6.528901734104046,19.771428571428572,3/16,0,0
S Bodha,GIBR,2022,2024,29,29,88,0,713,35,20.37142857142857,8.102272727272727,15.085714285714285,5/16,1,1
AG Cremer,Zimbabwe,2008,2018,29,28,95,1,660,35,18.857142857142858,6.947368421052632,16.285714285714285,3/11,0,0
AR Cusack,Ireland,2008,2015,37,33,101,3,714,35,20.4,7.069306930693069,17.314285714285713,4/11,3,0
Hamid Hassan,Afghanistan,2010,2021,25,25,90.4,2,580,35,16.571428571428573,6.397058823529411,15.542857142857143,4/22,1,0
D Pretorius,South Africa,2017,2022,30,27,84,0,696,35,19.885714285714286,8.285714285714286,14.4,5/17,0,1
J Rasu,VAN,2019,2024,39,27,89,1,642,35,18.34285714285714,7.213483146067416,15.257142857142858,5/36,0,1
S Ravichandran,Japan,2022,2024,34,32,97.2,5,486,35,13.885714285714286,4.993150684931507,16.685714285714287,5/22,0,1
Raza Iqbal,NOR,2019,2024,31,28,91,1,551,35,15.742857142857142,6.054945054945055,15.6,5/23,0,1
Siraj Ullah Khadem,PORT,2021,2024,23,23,78.2,3,422,35,12.057142857142857,5.3872340425531915,13.428571428571429,5/17,0,1
JTS Sumerauer,JER,2019,2024,38,37,106.3,0,778,35,22.228571428571428,7.305164319248826,18.257142857142856,4/22,1,0
Taranjeet Singh,ROM,2021,2024,32,31,97.2,2,669,35,19.114285714285714,6.873287671232877,16.685714285714287,4/17,2,0
Adnan Idrees,KUW,2019,2024,38,29,86.5,0,670,34,19.705882352941178,7.7159309021113245,15.323529411764707,3/17,0,0
S Conteh,Sri LankaE,2021,2024,29,27,84.4,5,426,34,12.529411764705882,5.031496062992126,14.941176470588237,5/17,2,1
NM Coulter-Nile,Australia,2013,2019,28,27,97,1,802,34,23.58823529411765,8.268041237113403,17.11764705882353,4/31,1,0
KV Morea,Papau New Guinea,2021,2024,21,21,71.2,0,511,34,15.029411764705882,7.163551401869159,12.588235294117647,5/9,2,1
CH Morris,South Africa,2012,2019,23,23,83,3,697,34,20.5,8.397590361445783,14.647058823529411,4/27,1,0
Nasum Ahmed,BAN,2021,2023,35,34,107.3,3,787,34,23.147058823529413,7.32093023255814,18.970588235294116,4/10,3,0
A Nathwani,Aut,2019,2023,29,28,91,0,628,34,18.470588235294116,6.9010989010989015,16.058823529411764,3/14,0,0
A Nehra,India,2009,2017,27,27,98,2,758,34,22.294117647058822,7.73469387755102,17.294117647058822,3/19,0,0
EB Ringera,Kenya,2019,2024,35,31,96.5,2,637,34,18.735294117647058,6.578313253012048,17.08823529411765,4/16,2,0
Sarfaraz Ali,BHR,2019,2024,47,41,123.4,0,880,34,25.88235294117647,7.115902964959568,21.823529411764707,4/12,2,0
CA Soper,Papau New Guinea,2015,2024,31,30,92.5,1,606,34,17.823529411764707,6.527827648114902,16.38235294117647,3/11,0,0
Wahab Riaz,Pakistan,2008,2020,36,35,118.2,2,971,34,28.558823529411764,8.205633802816902,20.88235294117647,3/18,0,0
Ali Dawood,BHR,2023,2024,25,25,90,2,582,33,17.636363636363637,6.466666666666667,16.363636363636363,4/22,1,0
Amjad Javed,United Arab Emirates,2014,2017,22,22,74.2,1,560,33,16.96969696969697,7.533632286995516,13.515151515151516,3/12,0,0
BFW de Leede,NED,2018,2024,41,30,81.5,1,681,33,20.636363636363637,8.321792260692465,14.878787878787879,3/19,0,0
Gulbadin Naib,Afghanistan,2012,2024,73,44,108.1,1,860,33,26.060606060606062,7.950693374422188,19.666666666666668,4/20,1,0
Ijaz Hussain,ROM,2019,2024,27,26,76.4,0,571,33,17.303030303030305,7.447826086956521,13.939393939393941,4/28,1,0
Kaleemullah,OMA,2017,2024,42,42,128.5,4,922,33,27.939393939393938,7.15653298835705,23.424242424242426,3/23,0,0
CBRLS Kumara,Sri Lanka,2019,2023,26,25,90.4,1,755,33,22.87878787878788,8.32720588235294,16.484848484848484,3/7,0,0
ND Laegsgaard,DEN,2019,2024,29,27,85.3,1,486,33,14.727272727272727,5.684210526315789,15.545454545454545,4/19,1,0
Mehran Khan,OMA,2015,2024,45,31,86,3,598,33,18.12121212121212,6.953488372093023,15.636363636363637,3/7,0,0
CB Mpofu,Zimbabwe,2008,2020,32,32,115.4,0,1035,33,31.363636363636363,8.948126801152737,21.03030303030303,4/30,1,0
Naveed Ahmed,CZK-R,2019,2024,38,34,102,0,714,33,21.636363636363637,7,18.545454545454547,3/8,0,0
V Saini,ROM,2020,2024,40,39,124.2,0,894,33,27.09090909090909,7.190348525469169,22.606060606060606,4/12,1,0
MD Shanaka,Sri Lanka,2015,2024,102,53,87,1,719,33,21.78787878787879,8.264367816091953,15.818181818181818,3/16,0,0
JE Taylor,West Indies,2006,2018,30,30,100,2,863,33,26.151515151515152,8.63,18.181818181818183,3/6,0,0
SN Thakur,India,2018,2022,25,24,84.2,0,772,33,23.393939393939394,9.154150197628459,15.333333333333334,4/27,1,0
RJW Topley,England,2015,2024,35,35,117.4,0,978,33,29.636363636363637,8.311614730878187,21.393939393939394,3/22,0,0
P Useni,NGA,2021,2024,38,37,98.1,4,596,33,18.060606060606062,6.071307300509337,17.848484848484848,3/7,0,0
B White,Ireland,2021,2024,33,32,106,0,854,33,25.87878787878788,8.056603773584905,19.272727272727273,4/20,1,0
Atif Mehmood,ESP,2019,2024,30,29,95.5,6,514,32,16.0625,5.363478260869566,17.96875,4/6,1,0
LT Bichard,GUE,2020,2024,28,28,99,3,669,32,20.90625,6.757575757575758,18.5625,4/20,1,0
J Bulele,MOZ,2019,2022,27,24,76.1,0,512,32,16,6.722100656455143,14.281249999999998,4/13,1,0
HA Chohan,TAN,2021,2024,32,30,89,3,547,32,17.09375,6.146067415730337,16.6875,4/15,1,0
NT Ellis,Australia,2021,2024,20,20,70.4,2,541,32,16.90625,7.65566037735849,13.250000000000002,4/28,1,0
H Fennell,Arg,2019,2024,20,20,65.1,1,415,32,12.96875,6.368286445012789,12.218749999999998,6/18,2,1
DT Johnston,Ireland,2008,2013,30,28,99,5,636,32,19.875,6.424242424242424,18.5625,4/22,1,0
H Lakov,BUL,2019,2022,35,34,129.5,3,989,32,30.90625,7.617458279845955,24.34375,3/21,0,0
LS Livingstone,England,2017,2024,55,37,90,1,777,32,24.28125,8.633333333333333,16.875,3/17,0,0
Muhammad Amir,MAS,2019,2024,50,27,78,2,512,32,16,6.564102564102564,14.625,5/16,0,1
BA Pai,GIBR,2019,2024,39,36,122.3,1,781,32,24.40625,6.375510204081633,22.96875,3/13,0,0
DMW Rawlins,BER,2019,2023,28,27,98,2,567,32,17.71875,5.785714285714286,18.375,4/10,2,0
Rishad Hossain,BAN,2023,2024,27,26,86,1,694,32,21.6875,8.069767441860465,16.125,3/22,0,0
Syed Aziz,MAS,2019,2024,90,43,114.2,1,913,32,28.53125,7.985422740524782,21.4375,4/9,1,0
R Trumpelmann,Namibia,2021,2024,32,28,91,3,699,32,21.84375,7.681318681318682,17.0625,4/21,2,0
R Abdulkareem,NGA,2021,2024,33,31,78.4,4,431,31,13.903225806451612,5.478813559322034,15.225806451612906,4/13,1,0
CR Brathwaite,West Indies,2011,2019,41,39,118.1,1,1013,31,32.67741935483871,8.572637517630465,22.870967741935484,3/20,0,0
JA Burrows,IOM,2020,2024,24,23,70.2,1,537,31,17.322580645161292,7.6350710900473935,13.612903225806452,4/10,2,0
C Campher,Ireland,2021,2024,58,46,124.1,2,1004,31,32.38709677419355,8.085906040268457,24.032258064516128,4/25,2,0
DL Chahar,India,2018,2023,25,25,90,2,747,31,24.096774193548388,8.3,17.419354838709676,6/7,0,1
Dawood Ahmadzai,Fran,2021,2024,27,27,92,1,588,31,18.967741935483872,6.391304347826087,17.806451612903224,6/21,0,1
Mohammad Nadeem,OMA,2015,2024,54,47,127,0,950,31,30.64516129032258,7.480314960629921,24.580645161290324,4/23,1,0
A Nanda,LUX,2019,2024,31,30,96.2,0,734,31,23.677419354838708,7.619377162629758,18.64516129032258,5/6,0,1
R Rampaul,West Indies,2007,2021,27,27,95.5,1,803,31,25.903225806451612,8.37913043478261,18.548387096774192,3/16,0,0
D Ravu,Papau New Guinea,2019,2022,24,23,67.1,0,482,31,15.548387096774194,7.1761786600496285,12.999999999999998,5/15,1,1
Rizwan Haider,MAS,2022,2024,31,29,84,1,622,31,20.06451612903226,7.404761904761905,16.258064516129032,4/34,1,0
A Shukla,Hong Kong,2022,2024,38,36,110.3,5,921,31,29.70967741935484,8.334841628959277,21.387096774193548,4/49,1,0
Usman Qadir,Pakistan,2020,2023,25,21,72,0,573,31,18.483870967741936,7.958333333333333,13.935483870967742,4/13,1,0
HR Walsh (USA/WI),NA,2019,2024,39,33,105.5,0,842,31,27.161290322580644,7.955905511811024,20.483870967741936,3/23,0,0
CR Woakes,England,2011,2023,33,33,101.5,1,822,31,26.516129032258064,8.072013093289689,19.70967741935484,3/4,0,0
Amir Hamza,Afghanistan,2013,2021,33,33,111,2,752,30,25.066666666666666,6.774774774774775,22.2,3/39,0,0
J Coetzee,THA,2023,2024,19,19,63.3,5,319,30,10.633333333333333,5.0236220472440944,12.7,5/10,0,1
A Dananjaya,Sri Lanka,2012,2024,33,33,116.5,1,965,30,32.166666666666664,8.259629101283881,23.366666666666667,3/36,0,0
Haroon Arshad,Hong Kong,2019,2024,36,34,84.3,3,719,30,23.966666666666665,8.50887573964497,16.9,5/16,2,1
Ibrahim Rizan,MDV,2019,2024,42,36,105.1,3,742,30,24.733333333333334,7.055467511885895,21.033333333333335,3/6,0,0
MJ McClenaghan (ICC/NZ),NA,2012,2018,29,29,101.2,2,789,30,26.3,7.786184210526316,20.266666666666666,3/17,0,0
PK Matautaava,VAN,2019,2024,28,25,82,3,493,30,16.433333333333334,6.012195121951219,16.4,3/10,0,0
NN Odhiambo,Kenya,2007,2022,43,37,102.1,1,832,30,27.733333333333334,8.143556280587275,20.433333333333334,5/20,0,1
Raja Adeel,ESP,2019,2024,27,27,92,2,545,30,18.166666666666668,5.923913043478261,18.4,3/8,0,0
M Taniyama,Japan,2022,2024,30,28,63.4,5,339,30,11.3,5.324607329842932,12.733333333333333,3/5,0,0
B Arora,MLT,2019,2024,56,46,124.3,0,1001,29,34.51724137931034,8.040160642570282,25.75862068965517,3/20,0,0
V Baskaran,SGP,2019,2022,33,33,103.5,3,783,29,27,7.540930979133226,21.482758620689655,3/39,0,0
TK Curran,England,2017,2021,30,29,98,1,907,29,31.275862068965516,9.255102040816327,20.275862068965516,4/36,1,0
Hisham Shaikh,KSA,2021,2024,34,30,92.3,2,636,29,21.93103448275862,6.875675675675676,19.137931034482758,4/12,2,0
Mohammad Ghazanfar,Hong Kong,2019,2024,29,28,87.2,1,599,29,20.655172413793103,6.858778625954199,18.06896551724138,3/16,0,0
GBW Munaweera,QAT,2019,2024,29,29,93,1,740,29,25.517241379310345,7.956989247311828,19.24137931034483,2/18,0,0
HV Patel,India,2021,2023,25,24,83.5,0,770,29,26.551724137931036,9.184890656063619,17.344827586206897,4/25,1,0
WA Peatfield,GUE,2019,2022,21,21,75,0,457,29,15.758620689655173,6.093333333333334,15.517241379310345,4/22,1,0
N Pokana,Papau New Guinea,2016,2024,31,30,98.5,3,669,29,23.06896551724138,6.768971332209107,20.448275862068964,3/21,0,0
Shahil Momin,Aut,2021,2023,24,24,83.3,1,533,29,18.379310344827587,6.383233532934132,17.275862068965516,4/19,2,0
H Thaker,Canada,2019,2024,35,29,91,4,561,29,19.344827586206897,6.164835164835165,18.82758620689655,4/20,1,0
Zaker Taqawi,SWE,2022,2024,16,16,55.3,2,361,29,12.448275862068966,6.504504504504505,11.482758620689655,5/17,1,2
Anas Khan,Hong Kong,2014,2024,22,18,57.3,0,340,28,12.142857142857142,5.913043478260869,12.321428571428571,4/30,1,0
Azmatullah Omarzai,Afghanistan,2022,2024,44,39,103.4,1,881,28,31.464285714285715,8.498392282958198,22.214285714285715,4/9,1,0
RD Berrington,Scotland,2008,2024,97,41,86.2,0,660,28,23.571428571428573,7.6447876447876455,18.5,3/17,0,0
RM Haq,Scotland,2007,2013,21,20,75,1,472,28,16.857142857142858,6.293333333333333,16.071428571428573,3/20,0,0
KM Jarvis,Zimbabwe,2011,2019,22,22,74.4,0,665,28,23.75,8.90625,16.000000000000004,3/15,0,0
D Klein,GER,2020,2023,23,23,88,0,536,28,19.142857142857142,6.090909090909091,18.857142857142858,3/31,0,0
M Koli,ROM,2022,2024,21,21,77,2,550,28,19.642857142857142,7.142857142857143,16.5,5/28,0,1
B Lee,Australia,2005,2012,25,25,90.5,0,714,28,25.5,7.860550458715597,19.464285714285715,3/23,0,0
T Lungameni,Namibia,2019,2024,38,37,112,3,842,28,30.071428571428573,7.517857142857143,24,3/13,0,0
M Magagula (SWA/SWZ),NA,2021,2024,25,24,75,0,607,28,21.678571428571427,8.093333333333334,16.071428571428573,3/12,0,0
P Malav,LUX,2020,2024,28,27,86.3,0,644,28,23,7.445086705202312,18.535714285714285,3/22,0,0
G Motie,West Indies,2021,2024,26,25,86,0,633,28,22.607142857142858,7.3604651162790695,18.428571428571427,3/22,0,0
Muhammad Nadir,RWN,2023,2024,36,36,131,6,682,28,24.357142857142858,5.206106870229007,28.071428571428573,3/47,0,0
GM Mwendwa,Kenya,2022,2024,27,27,78.2,4,537,28,19.178571428571427,6.855319148936171,16.785714285714285,5/7,1,1
DP Nannes (AUS/NED),NA,2009,2010,17,16,61,2,459,28,16.392857142857142,7.524590163934426,13.071428571428571,4/18,1,0
IK Pathan,India,2006,2012,24,23,77,1,618,28,22.071428571428573,8.025974025974026,16.5,3/16,0,0
M Pathirana,Sri Lanka,2022,2024,17,16,49.2,1,387,28,13.821428571428571,7.844594594594594,10.571428571428571,4/24,2,0
H Rathod,QAT,2023,2024,19,19,60.1,0,389,28,13.892857142857142,6.465373961218837,12.892857142857142,4/29,1,0
Rubel Hossain,BAN,2009,2021,28,27,96.3,0,912,28,32.57142857142857,9.450777202072539,20.678571428571427,3/31,0,0
Samiullah Shinwari,Afghanistan,2010,2022,65,38,105.4,0,688,28,24.571428571428573,6.511041009463722,22.642857142857142,5/13,1,1
J Shaju,MLT,2021,2024,23,23,77.2,0,647,28,23.107142857142858,8.366379310344827,16.571428571428573,4/17,1,0
B Shikongo,Namibia,2019,2024,33,31,76.4,1,504,28,18,6.57391304347826,16.42857142857143,3/28,0,0
Shoaib Malik (ICC/PAK),NA,2006,2021,124,49,95,0,675,28,24.107142857142858,7.105263157894737,20.357142857142858,2/7,0,0
SW Tait,Australia,2007,2016,21,21,79.4,2,589,28,21.035714285714285,7.393305439330543,17.071428571428573,3/13,0,0
I Takahashi,Japan,2022,2024,37,35,92.2,1,531,28,18.964285714285715,5.750902527075812,19.785714285714285,3/10,0,0
Usman Khan,Fran,2021,2024,22,20,59.5,1,375,28,13.392857142857142,6.267409470752089,12.821428571428571,4/17,1,0
S Vashisht,ROM,2019,2024,34,28,90.1,5,558,28,19.928571428571427,6.188539741219962,19.321428571428573,4/22,2,0
Yuvraj Singh,India,2007,2017,58,31,70.4,0,499,28,17.821428571428573,7.061320754716981,15.142857142857144,3/17,0,0
Zain Ul Abidin,KSA,2021,2024,31,31,103.2,2,607,28,21.678571428571427,5.874193548387097,22.142857142857142,5/6,0,1
SA Ahmad,DEN,2019,2024,33,28,86,4,474,27,17.555555555555557,5.511627906976744,19.11111111111111,3/9,0,0
Amar Sharma,MLT,2020,2023,36,35,120.3,0,952,27,35.25925925925926,7.9004149377593365,26.77777777777778,3/23,0,0
Avesh Khan,India,2022,2024,25,24,83.1,1,752,27,27.85185185185185,9.0420841683366735,18.48148148148148,4/18,1,0
HS Baidwan,Canada,2008,2013,17,17,53.5,1,411,27,15.222222222222221,7.6346749226006185,11.962962962962964,4/19,1,0
MG Bracewell,New Zealand,2022,2024,24,21,64.5,1,418,27,15.481481481481481,6.447300771208226,14.407407407407407,3/5,0,0
L Bruce,GIBR,2021,2024,42,36,109.2,0,850,27,31.48148148148148,7.774390243902439,24.296296296296298,4/13,1,0
ST Finn,England,2011,2015,21,21,80,0,583,27,21.59259259259259,7.2875,17.77777777777778,3/16,0,0
KDA Lukies,PHI,2023,2024,21,21,77.5,3,436,27,16.14814814814815,5.601713062098502,17.296296296296298,5/10,1,1
W Nalisa,VAN,2019,2024,31,25,84.5,0,629,27,23.296296296296298,7.414538310412574,18.85185185185185,6/16,0,1
E Otieno,Kenya,2012,2022,31,31,88.5,3,633,27,23.444444444444443,7.125703564727956,19.74074074074074,3/16,0,0
NK Patel,United States of America,2019,2024,21,21,67.4,1,377,27,13.962962962962964,5.571428571428571,15.03703703703704,4/17,1,0
OF Smith,West Indies,2018,2023,27,26,75,0,772,27,28.59259259259259,10.293333333333333,16.666666666666668,3/29,0,0
B Stanlake,Australia,2017,2019,19,19,70,2,544,27,20.14814814814815,7.771428571428571,15.555555555555555,4/8,1,0
I Udana,Sri Lanka,2009,2021,35,32,105.1,1,915,27,33.888888888888886,8.700475435816164,23.37037037037037,3/11,0,0
SZ Vayani,MWest Indies,2023,2024,23,22,75,1,436,27,16.14814814814815,5.8133333333333335,16.666666666666668,4/8,2,0
Vishil Patel,Kenya,2023,2024,16,15,51,3,275,27,10.185185185185185,5.392156862745098,11.333333333333334,4/5,3,0
KJ Abbott,South Africa,2013,2016,21,21,72.4,0,579,26,22.26923076923077,7.96788990825688,16.76923076923077,3/20,0,0
SA Abbott,Australia,2014,2024,20,20,61.1,1,545,26,20.96153846153846,8.91008174386921,14.115384615384615,4/31,1,0
FA Cossa,MOZ,2019,2024,37,33,104.1,3,660,26,25.384615384615383,6.335999999999999,24.03846153846154,3/18,0,0
BJ Currie,Scotland,2023,2024,15,14,50,3,266,26,10.23076923076923,5.32,11.538461538461538,5/13,0,1
OD Hald,DEN,2019,2024,27,25,67.3,1,462,26,17.76923076923077,6.844444444444444,15.576923076923077,3/5,0,0
