Player,Country,Start,End,Matches,Innings,Overs,Maidens,Runs,Wickets,Average,Economy,StrikeRate,BestBowlingInnings,FourWickets,FiveWickets,TenWickets
Rishad Hossain,BAN,2023,2024,31,30,86,1,857,33,92.34375,6.8132928118393234,96.0625,3/22,0,0,0
Ritik Tomar,CZK-R,2022,2024,22,15,36,0,312,9,34.666666666666664,8.666666666666666,24,2/18,0,0,0
Riyaz Kajalwala,CYP,2022,2022,2,1,0.3,0,14,0,Inf,28,Inf,NA,0,0,0
Rizwan Ahmed,Pakistan,2008,2008,1,1,0,0,26,0,Inf,6.5,Inf,NA,0,0,0
Rizwan Butt,BHR,2022,2024,39,38,136.5,1,1002,60,16.7,7.322777101096223,13.683333333333334,5/12,2,2,0
Rizwan Cheema,Canada,2008,2019,57,47,50,1,1477,41,38.33159722222222,6.289924812030075,37.44791666666667,3/25,0,0,0
Rizwan Haider,MAS,2022,2024,31,29,84,1,622,31,20.06451612903226,7.404761904761905,16.258064516129032,4/34,1,0,0
Rizwan Latif,United Arab Emirates,2004,2004,1,1,0,0,69,2,34.5,7.666666666666667,27,2/69,0,0,0
Rizwan Mahmood,DEN,2019,2023,13,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rizwan Mangera,PAN,2021,2021,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rizwan-Uz-Zaman,Pakistan,1981,1989,14,3,0,0,46,4,11.5,2.090909090909091,33,3/26,0,0,0
Rj Bailey,England,1985,1990,8,1,0,0,25,0,Inf,4.166666666666667,Inf,NA,0,0,0
Rj Blakey,England,1992,1993,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rj Bright,Australia,1974,1986,36,49,0,0,2530,56,78.8993710691824,3.45301963872619,129.27358490566039,7/87,0,4,1
Rj Burns,England,2018,2022,32,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rj Campbell,Australia,2002,2016,5,3,10,0,68,2,34,6.8,30,2/28,0,0,0
Rj Christiani,West Indies,1948,1954,22,6,0,0,108,3,36,2.769230769230769,78,3/52,0,0,0
Rj Crisp,South Africa,1935,1936,9,14,0,0,747,20,37.35,3.138655462184874,71.4,5/99,0,1,0
Rj Gleeson,England,2022,2022,6,6,21,1,187,9,20.77777777777778,8.904761904761905,14,3/15,0,0,0
Rj Harris,Australia,2009,2015,51,75,11.4,1,3585,161,22.06040493429874,5.255030979271977,30.56429337624028,7/117,0,8,0
Rj Hatchman,GIBR,2019,2023,16,13,32,0,363,5,72.6,11.34375,38.4,1/21,0,0,0
Rj Inverarity,Australia,1968,1972,6,5,0,0,93,4,23.25,1.5,93,3/26,0,0,0
Rj Kennedy,New Zealand,1996,1996,11,15,0,0,663,11,59.96666666666667,4.513606676342525,84.2,3/28,0,0,0
Rj Kirtley,England,2001,2007,16,19,1,0,1059,28,Inf,8.458795248248142,Inf,6/34,0,1,0
Rj Mccurdy,Australia,1985,1985,11,11,0,0,375,12,31.25,4.368932038834951,42.916666666666664,3/19,0,0,0
Rj Nicol,New Zealand,2010,2013,45,33,20.3,0,509,15,Inf,6.185861869029934,Inf,4/19,1,0,0
Rj Peterson,South Africa,2002,2014,115,120,59.5,1,4547,137,30.59605263157895,5.27372193662588,41.61640350877193,5/33,3,1,0
Rj Pope,Australia,1885,1885,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rj Quiney,Australia,2012,2012,2,4,0,0,29,0,Inf,1.16,Inf,NA,0,0,0
Rj Ranpura,OMA,2015,2016,3,2,6,0,32,3,10.666666666666666,5.333333333333333,12,2/17,0,0,0
Rj Ratnayake,Sri Lanka,1982,1993,93,105,0,0,5275,149,35.396899783705834,3.8256933310591843,57.49918889689978,6/66,1,6,0
Rj Robinson,BER,2007,2009,3,3,0,0,170,1,170,7.391304347826087,138,1/57,0,0,0
Rj Shastri,India,1981,1992,230,261,0,0,10835,280,38.50338826428461,3.2875017678100082,77.78741208480929,5/75,2,3,0
Rj Sidebottom,England,2001,2010,65,79,61.1,0,3707,131,27.68936417867016,4.935987930452465,40.300798967604806,7/47,0,5,1
Rj Trott,BER,2007,2021,32,30,59.3,1,800,33,24.286764705882355,5.5621801793343035,27.28125,4/46,2,0,0
Rj Van Vuuren,Namibia,2003,2003,5,5,0,0,298,8,37.25,5.96,37.5,5/43,0,1,0
Rj Webb,New Zealand,1983,1983,3,3,0,0,105,4,26.25,3.9130434782608696,40.25,2/28,0,0,0
Rj Westcott,South Africa,1954,1958,5,1,0,0,22,0,Inf,4.125,Inf,NA,0,0,0
Rjd Jamshedji,India,1933,1933,1,1,0,0,137,3,45.666666666666664,3.914285714285714,70,3/137,0,0,0
Rjg Palmer,JER,2019,2023,10,10,27,0,166,7,23.714285714285715,6.148148148148148,23.142857142857142,2/21,0,0,0
Rjmgm Rupasinghe,Sri Lanka,2009,2009,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rjw Topley,England,2015,2024,65,65,117.4,0,2235,80,28.190522243713733,6.864859089577024,25.50548033526757,6/24,2,1,0
Rk Chauhan,India,1993,1998,56,68,0,0,3073,76,40.72083639031548,3.4056472109183327,78.69369038884813,4/48,0,0,0
Rk Illingworth,England,1991,1996,34,38,0,0,1674,49,33.834210526315786,3.359013183130438,64.09561403508772,4/96,0,0,0
Rk Inampud,Mex,2019,2019,3,3,12,0,68,4,17,5.666666666666667,18,2/29,0,0,0
Rk Kiseto,TAN,2021,2022,13,13,42,3,289,11,26.272727272727273,6.880952380952381,22.90909090909091,4/17,1,0,0
Rk Kleinveldt,South Africa,2008,2013,20,23,20.2,1,1043,31,32.91851851851852,5.848021584069436,41.00185185185185,4/22,1,0,0
Rk Nunes,West Indies,1928,1930,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rk Oxenham,Australia,1928,1931,7,12,0,0,522,14,37.285714285714285,1.7380688124306327,128.71428571428572,4/39,0,0,0
Rk Paudel,NEP,2018,2024,127,23,22.5,0,405,19,21.08888888888889,5.465209569694588,25.26111111111111,4/22,1,0,0
Rk Sethi,East (and Central) Africa,1975,1975,3,3,0,0,100,1,100,5,120,1/51,0,0,0
Rk Singh,India,2023,2024,32,2,1,0,5,3,1.75,2.5,4.5,2/3,0,0,0
Rk Tyldesley,England,1924,1930,7,11,0,0,619,19,32.578947368421055,2.29969040247678,85,3/50,0,0,0
Rk Whelan,Ireland,2007,2007,2,2,0,0,99,2,49.5,6.6,45,1/43,0,0,0
Rkj Dawson,England,2001,2003,7,8,0,0,677,11,61.54545454545455,3.639784946236559,101.45454545454545,4/134,0,0,0
Rl Bhudia,Kenya,2007,2009,8,8,7.2,0,229,3,Inf,7.834848484848485,Inf,2/42,0,0,0
Rl Chase,West Indies,2016,2024,129,140,75.2,1,5947,135,40.869835880022634,5.159075214183402,54.25721229068877,8/60,0,4,0
Rl Dias,Sri Lanka,1979,1987,78,7,0,0,87,3,Inf,5.875,Inf,3/25,0,0,0
Rl Fuller,West Indies,1935,1935,1,2,0,0,12,0,Inf,1.5,Inf,NA,0,0,0
Rl Harvey,South Africa,1936,1936,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rl Hayes,New Zealand,1995,1995,1,1,0,0,31,0,Inf,4.428571428571429,Inf,NA,0,0,0
Rl Johnson,England,2003,2003,13,15,0,0,514,27,19.457386363636363,3.291808780594286,35.36647727272727,6/33,0,2,0
Rl Park,Australia,1920,1921,1,1,0,0,9,0,Inf,9,Inf,NA,0,0,0
Rl Powell,West Indies,1999,2005,111,27,0,0,540,11,Inf,4.998780289477964,Inf,2/5,0,0,0
Rl Sanghvi,India,1998,2001,11,12,0,0,477,12,39.45,5.565776619993487,43.4,3/29,0,0,0
Rl Vitas,SRB,2022,2022,9,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rlb Rambukwella,Sri Lanka,2013,2016,2,2,6.3,0,46,1,46,7.076923076923077,39,1/19,0,0,0
Rm Cowper,Australia,1964,1968,27,36,0,0,1139,36,31.63888888888889,2.274209650582363,83.47222222222223,4/48,0,0,0
Rm Dorji,BHU,2019,2024,24,12,31,0,256,9,28.444444444444443,8.258064516129032,20.666666666666668,2/16,0,0,0
Rm Edwards,West Indies,1968,1969,5,9,0,0,626,18,34.77777777777778,2.864988558352403,72.83333333333333,5/84,0,1,0
Rm Ellison,England,1984,1986,25,34,0,0,1558,47,36.221428571428575,3.5869684415742658,61.34285714285714,6/77,0,3,1
Rm Haq,Scotland,2006,2015,75,71,75,1,2447,88,24.88690476190476,5.396951512849728,29.977380952380955,5/54,2,1,0
Rm Harris,New Zealand,1959,1959,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rm Hira,New Zealand,2012,2013,15,13,42.2,1,337,10,33.7,7.960629921259842,25.400000000000002,2/42,0,0,0
Rm Hogg,Australia,1978,1985,109,133,0,0,5921,208,28.463366810138687,3.34958892868202,52.657867049258726,6/74,5,6,2
Rm Jariwala,United States of America,2022,2022,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rm Koda,INA,2022,2024,44,44,142.3,2,864,42,20.571428571428573,6.0631578947368405,20.35714285714286,3/14,0,0,0
Rm Patidar,India,2023,2024,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rm Poore,South Africa,1896,1896,3,1,0,0,4,1,4,2.6666666666666665,9,1/4,0,0,0
Rm Prideaux,England,1968,1969,3,1,0,0,0,0,NA,0,Inf,NA,0,0,0
Rm Scott,United States of America,2021,2021,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rm Siri,Arg,2019,2021,10,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rm West,Ireland,2008,2009,15,14,19,0,421,12,39.16666666666667,5.609325326739668,43.83333333333333,4/26,1,0,0
Rmh Binny,India,1979,1987,99,105,0,0,3794,124,30.99447361149489,3.8963487101415293,49.733213594915725,6/56,3,2,0
Rmh Cottam,England,1969,1973,4,8,0,0,327,14,23.357142857142858,2.1727574750830563,64.5,4/50,0,0,0
Rml Taylor,Scotland,2013,2016,24,24,25,1,813,25,35.025000000000006,6.516072931276297,32.825,3/39,0,0,0
Rmmp Rathnayake,Sri Lanka,2024,2024,4,7,0,0,328,10,32.8,4.1431578947368415,47.5,3/56,0,0,0
Rms Eranga,Sri Lanka,2011,2016,41,55,11,0,2914,81,33.39181286549707,5.742420130892885,41.45279866332498,4/49,0,0,0
Rn Bhatia,United Arab Emirates,2022,2024,9,9,0,0,335,3,111.66666666666667,5.843023255813954,114.66666666666667,1/43,0,0,0
Rn Harvey,Australia,1948,1963,79,17,0,0,120,3,40,1.7391304347826086,138,1/8,0,0,0
Rn Lewis,West Indies,1997,2009,34,34,1,0,1448,26,Inf,5.74240779949776,Inf,3/43,0,0,0
Rn Patel,Kenya,2019,2024,56,8,10.2,0,56,8,7,5.419354838709678,7.749999999999999,2/1,0,0,0
Rn Ten Doeschate,NED,2006,2021,57,43,35,0,1572,68,21.48671328671329,6.0196202531645575,22.44055944055944,4/31,3,0,0
Rns Hobbs,England,1967,1971,7,11,0,0,481,12,40.083333333333336,2.235476374903176,107.58333333333333,3/25,0,0,0
Ro Butcher,England,1980,1981,6,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ro Collinge,New Zealand,1965,1978,50,77,0,0,3872,134,27.930555555555557,2.9967146874320103,57.00335249042145,6/63,0,4,0
Ro Hinds,West Indies,2001,2009,29,34,0,0,1220,19,62.628205128205124,4.077270824258776,100.9551282051282,2/45,0,0,0
Ro Hurley,West Indies,2003,2004,9,7,0,0,313,5,62.6,4.968253968253968,75.6,1/25,0,0,0
Ro Hussain,Scotland,2006,2010,8,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ro Jenkins,England,1948,1952,9,18,0,0,1098,32,34.3125,3.1104815864022664,66.1875,5/116,0,1,0
Ro Scarlett,West Indies,1960,1960,3,6,0,0,209,2,104.5,1.5597014925373134,402,1/46,0,0,0
Ro Schwarz,South Africa,1906,1912,20,31,0,0,1417,55,25.763636363636362,3.221674876847291,47.981818181818184,6/47,0,2,0
Robert Raina,THA,2020,2024,15,11,24,0,145,16,9.0625,6.041666666666667,9,3/3,0,0,0
Robiul Islam,BAN,2010,2014,13,21,1,0,1122,27,Inf,7.159398496240602,Inf,6/71,0,2,0
Robiul Khan,ESP,2023,2023,1,1,3,0,26,1,26,8.666666666666666,18,1/26,0,0,0
Roc Dunka,CAY,2023,2023,3,3,11,1,91,3,30.333333333333332,8.272727272727273,22,2/10,0,0,0
Rohail Nazir,Pakistan,2023,2023,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rohan Mustafa,United Arab Emirates,2014,2023,139,136,184.2,3,4114,146,27.16933461909354,5.722780799069435,31.342044358727097,5/25,2,1,0
Rohit Kumar,ROM,2022,2023,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rokhan Barakzai,Afghanistan,2015,2015,4,4,10,0,120,8,17.5,6,20,2/45,0,0,0
Rony Talukdar,BAN,2015,2023,12,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rp Alexander,United States of America,2004,2004,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rp Arnold,Sri Lanka,1997,2007,225,112,0,0,2337,51,48.919318181818184,3.763464582034435,87.59886363636363,3/76,0,0,0
Rp Burl,Zimbabwe,2017,2024,137,94,154.4,3,1940,74,29.329119367045063,5.336795593731613,37.87237702098383,5/10,1,1,0
Rp De Groen,New Zealand,1993,1994,17,19,0,0,983,19,52.82954545454545,4.041267140942365,82.49431818181819,3/40,0,0,0
Rp Lefebvre,NED,1996,2003,11,11,0,0,346,9,38.44444444444444,3.8876404494382024,59.333333333333336,2/38,0,0,0
Rp Magar,NEP,2014,2015,6,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rp Meredith,Australia,2021,2024,7,7,22.5,0,258,9,Inf,8.46131386861314,Inf,3/48,0,0,0
Rp Mitchell,Bhm,2021,2021,5,5,20,1,167,5,33.4,8.35,24,2/24,0,0,0
Rp Singh,India,1986,2011,84,93,33,0,4327,125,42.00163043478261,5.4789165156033,48.930978260869566,5/59,3,1,0
Rp Snell,South Africa,1991,1996,47,51,0,0,2112,63,32.04425837320574,3.828572093835496,50.7805023923445,5/40,2,1,0
Rpah Wickramaratne,Sri Lanka,1993,1993,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rpw Guneratne,Sri Lanka,1983,1983,1,1,0,0,84,0,Inf,4.9411764705882355,Inf,NA,0,0,0
Rr Bastiansz,MLT,2022,2023,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rr Beaton,West Indies,2017,2017,2,2,0,0,102,1,102,6,102,1/60,0,0,0
Rr Behera,United States of America,2021,2021,2,1,1,0,5,0,Inf,5,Inf,NA,0,0,0
Rr David,Canada,2008,2010,8,4,0,0,74,2,37,4.625,48,2/30,0,0,0
Rr Dower,South Africa,1899,1899,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rr Emrit,West Indies,2007,2018,6,6,16,0,255,4,Inf,8.410714285714285,Inf,1/24,0,0,0
Rr Hendricks,South Africa,2014,2024,114,6,4.5,0,105,1,Inf,9.357142857142858,Inf,1/13,0,0,0
Rr Joshi,Canada,2021,2024,8,8,21.4,1,260,5,Inf,8.073076923076924,Inf,1/4,0,0,0
Rr Jumadeen,West Indies,1972,1979,12,22,0,0,1141,29,39.3448275862069,2.1802547770700635,108.27586206896552,4/72,0,0,0
Rr Kulkarni,India,1983,1987,13,16,0,0,572,15,39.95,4.191736818786,58.8,3/85,0,0,0
Rr Lindwall,Australia,1946,1960,61,113,0,0,5251,228,23.030701754385966,2.308131868131868,59.86842105263158,7/38,0,12,0
Rr Pant,India,2017,2024,146,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rr Patel,Kenya,2008,2024,121,43,97.5,3,723,39,41.695945945945944,5.415825018252616,49.932432432432435,3/12,0,0,0
Rr Powar,India,2004,2007,33,33,0,0,1309,40,27.348039215686278,3.7309337797619047,43.58823529411765,3/33,0,0,0
Rr Ramdass,West Indies,2005,2005,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rr Rossouw,South Africa,2014,2023,65,3,0,0,44,1,44,5.866666666666666,45,1/17,0,0,0
Rr Sarwan,West Indies,2000,2013,286,82,2,0,1759,41,30.730072463768117,4.834224562514577,43.408514492753625,4/37,0,0,0
Rr Saun,CRC,2024,2024,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rr Sharan,CAM,2023,2024,22,18,50.5,2,365,12,30.416666666666668,7.1803278688524586,25.416666666666668,3/14,0,0,0
Rr Singh,India,1989,2001,137,119,0,0,3017,69,Inf,3.9982324584895554,Inf,5/22,0,2,0
Rr Watson,Scotland,2006,2010,45,22,10,0,620,15,37.333333333333336,7.378947368421052,33.75,3/18,0,0,0
Rrs Cornwall,West Indies,2019,2023,10,18,0,0,1316,35,37.6,2.859833393697935,78.88571428571429,7/75,0,2,1
Rs Bopara,England,2007,2015,171,105,53.4,1,2200,57,117.42083333333333,5.377766646630602,166.875,4/38,2,0,0
Rs Cunis,New Zealand,1964,1972,20,38,0,0,1887,51,37,2.6639999999999997,83.33333333333333,6/76,0,1,0
Rs Fernando,Sri Lanka,2023,2023,1,1,1,0,17,0,Inf,17,Inf,NA,0,0,0
Rs Gabriel,West Indies,1984,1984,11,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rs Gavaskar,India,2004,2004,11,2,0,0,74,1,74,6.166666666666667,72,1/56,0,0,0
Rs Ghai,India,1984,1986,6,6,0,0,260,3,86.66666666666667,5.672727272727273,91.66666666666667,1/38,0,0,0
Rs Grant,West Indies,1935,1939,7,11,0,0,353,11,32.09090909090909,2.148073022312373,89.63636363636364,3/68,0,0,0
Rs Haire,Ireland,2008,2008,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rs Higgins,Zimbabwe,2006,2006,11,11,0,0,380,13,29.23076923076923,4.1911764705882355,41.84615384615385,4/21,1,0,0
Rs Kalpage,Sri Lanka,1992,1999,97,97,0,0,3749,85,52.62671232876713,3.7271381325949857,92.78995433789954,4/36,2,0,0
Rs Kaluwitharana,Sri Lanka,1990,2004,238,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rs Madugalle,Sri Lanka,1979,1988,84,6,0,0,39,0,Inf,2.107142857142857,Inf,NA,0,0,0
Rs Mahanama,Sri Lanka,1986,1999,265,4,0,0,37,0,Inf,13,Inf,NA,0,0,0
Rs Modi,India,1946,1952,10,1,0,0,14,0,Inf,2.8,Inf,NA,0,0,0
Rs Morton,West Indies,2002,2010,78,6,0,0,52,0,Inf,3.272727272727273,Inf,NA,0,0,0
Rs Sodhi,India,2000,2002,18,14,0,0,365,5,73,4.740259740259741,92.4,2/31,0,0,0
Rsa Jayasekera,Sri Lanka,1982,1982,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rsk Samson,VAN,2022,2022,2,2,5,0,37,4,9.25,7.4,7.5,2/14,0,0,0
Rt Barber,New Zealand,1956,1956,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rt Crandon,West Indies,2009,2009,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rt Hart,New Zealand,1985,1985,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rt Latham,New Zealand,1990,1994,37,22,0,0,392,11,Inf,3.5733333333333333,Inf,5/32,0,1,0
Rt Lyons,Scotland,2006,2010,27,25,6,0,941,21,42.525,5.806343397377249,45.325,3/21,0,0,0
Rt Ponting,Australia,1995,2012,185,36,0,0,276,5,55.2,2.8211243611584327,117.4,1/0,0,0,0
Rt Ponting (Aus/Icc),NA,1995,2012,375,5,0,0,104,3,34.666666666666664,4.16,50,1/12,0,0,0
Rt Robinson,England,1984,1989,55,1,0,0,0,0,NA,0,Inf,NA,0,0,0
Rt Rubbi,INA,2024,2024,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rt Simpson,England,1948,1955,27,3,0,0,22,2,11,2.933333333333333,22.5,2/4,0,0,0
Rt Spooner,England,1951,1955,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rt Stanyforth,England,1927,1928,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rtd Perks,England,1939,1939,2,3,0,0,355,11,32.27272727272727,2.569360675512666,75.36363636363636,5/100,0,2,0
Rtm Mendis,Sri Lanka,2021,2024,23,34,7,0,2237,75,24.384057971014492,5.393770463315126,32.41545893719807,6/70,0,5,1
Rubel Hossain,BAN,2009,2021,159,173,96.3,0,8103,193,47.88901193552356,6.351970273028285,58.08256429186662,6/26,7,2,0
Rumman Raees,Pakistan,2016,2018,17,17,28.5,2,684,22,30.321428571428573,6.821508383375573,27.348214285714285,3/49,0,0,0
Rv Divecha,India,1951,1952,5,7,0,0,361,11,32.81818181818182,2.074712643678161,94.9090909090909,3/102,0,0,0
Rv Uthappa,India,2006,2015,59,1,0,0,0,0,NA,0,Inf,NA,0,0,0
Rv Viraj,CAM,2024,2024,4,3,5,0,64,2,32,12.8,15,2/32,0,0,0
Rw Ali,Kenya,1996,1997,9,9,0,0,255,11,23.181818181818183,4.5266272189349115,30.727272727272727,3/17,0,0,0
Rw Anderson,New Zealand,1976,1978,11,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rw Barber,England,1960,1968,28,42,0,0,1806,42,43,3.1628721541155866,81.57142857142857,4/132,0,0,0
Rw Blair,New Zealand,1953,1964,19,28,0,0,1515,43,35.23255813953488,2.578723404255319,81.97674418604652,4/85,0,0,0
Rw Chakabva,Zimbabwe,2008,2022,132,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rw Hartley,SRB,2024,2024,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rw Marsh,Australia,1970,1984,188,2,0,0,54,0,Inf,4.5,Inf,NA,0,0,0
Rw Mcleod,Australia,1892,1893,6,8,0,0,382,12,31.833333333333332,2.1046831955922864,90.75,5/53,0,1,0
Rw Morgan,New Zealand,1965,1972,20,20,0,0,609,5,121.8,3.280071813285458,222.8,1/16,0,0,0
Rw Price,Zimbabwe,1999,2013,140,150,61.3,4,6838,193,33.62980769230769,4.3197658745973335,52.937371794871794,6/73,1,5,1
Rw Sims,Zimbabwe,2002,2003,3,3,0,0,127,0,Inf,5.7727272727272725,Inf,NA,0,0,0
Rw Staple,United States of America,2004,2004,2,1,0,0,76,2,38,7.6,30,2/76,0,0,0
Rw Taylor,England,1971,1984,84,1,0,0,6,0,Inf,3,Inf,NA,0,0,0
Rw Tolchard,England,1977,1979,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rwg Emery,New Zealand,1952,1952,2,1,0,0,52,2,26,6.782608695652174,23,2/52,0,0,0
Rwt Key,England,2002,2009,21,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Rwv Robins,England,1929,1937,19,34,0,0,1758,64,27.46875,3.179023508137432,51.84375,6/32,0,1,0
S Abid Ali,India,1967,1975,34,54,0,0,2167,54,34.4209726443769,3.096155825442569,68.29787234042553,6/55,0,1,0
S Abrahams,South Africa,2000,2000,1,1,0,0,40,0,Inf,4,Inf,NA,0,0,0
S Adedeji,NGA,2019,2024,43,14,35,1,227,8,28.375,6.485714285714286,26.25,2/14,0,0,0
S Amarnath,India,1976,1978,13,1,0,0,5,1,5,2.7272727272727275,11,1/5,0,0,0
S Appu,MLT,2019,2019,4,4,9,0,74,3,24.666666666666668,8.222222222222221,18,1/21,0,0,0
S Arachchige,ITA,2019,2019,4,4,6,0,42,2,21,7,18,2/15,0,0,0
S Aravind,India,2015,2015,1,1,3.4,0,44,1,44,12,22,1/44,0,0,0
S Ashwathnarayana,HUN,2021,2022,14,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Ateak,GHA,2019,2019,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Badree (Wi/World),NA,2012,2018,52,52,191,4,1180,56,21.071428571428573,6.178010471204188,20.464285714285715,4/15,1,0,0
S Badrinath,India,2008,2011,10,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Baksh,Canada,1979,1979,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Banamali,SGP,2024,2024,5,5,15.5,0,149,1,149,9.410526315789474,95,1/28,0,0,0
S Bangera,ISR,2022,2024,8,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Bantzas,GRC,2019,2019,1,1,3,0,12,3,4,4,6,3/12,0,0,0
S Barediya,SWZ,2023,2023,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Barnett,IOM,2024,2024,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Bau,Papau New Guinea,2016,2024,113,52,53,2,920,24,41.08571428571429,5.6790858357693335,46.85714285714286,2/4,0,0,0
S Bhari,NEP,2019,2022,20,20,28,0,484,23,22.2875,5.708615436696006,24.566666666666666,4/5,1,0,0
S Biko,Kenya,2022,2022,2,2,6,0,33,1,33,5.5,36,1/26,0,0,0
S Bodha,GIBR,2022,2024,29,29,88,0,713,35,20.37142857142857,8.102272727272727,15.085714285714285,5/16,1,1,0
S Bogdos,GRC,2022,2022,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Browne,LUX,2020,2020,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Burdekin,CYP,2024,2024,10,8,26.4,0,198,14,14.142857142857142,7.425,11.428571428571429,4/22,1,0,0
S Byrne,MLT,2019,2019,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Chanderpaul,West Indies,1994,2015,454,71,0,0,1519,23,71.76984126984127,4.100792171481827,123.0952380952381,3/18,0,0,0
S Chandramohan,SGP,2019,2024,47,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Chattergoon,West Indies,2006,2009,22,4,0,0,48,1,48,3.5999999999999996,80,1/1,0,0,0
S Chaudhary,CZK-R,2022,2024,7,7,16.4,0,132,7,18.857142857142858,7.920000000000001,14.285714285714283,3/17,0,0,0
S Chophel,BHU,2019,2023,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Christopherson,England,1884,1884,1,2,0,0,69,1,69,3.0441176470588234,136,1/52,0,0,0
S Clarke,IOM,2024,2024,1,1,1,0,11,0,Inf,11,Inf,NA,0,0,0
S Conteh,Sri LankaE,2021,2024,29,27,84.4,5,426,34,12.529411764705882,5.031496062992126,14.941176470588237,5/17,2,1,0
S Crowie,STHEL,2022,2024,8,5,13.2,1,95,7,13.571428571428571,7.125,11.428571428571429,3/21,0,0,0
S Dalton,CZK-R,2019,2019,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Daniel,Sri Lanka,2023,2024,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Davizi,CZK-R,2019,2024,32,10,21.2,0,183,12,15.25,8.578125,10.666666666666666,4/15,1,0,0
S Delai,Fiji,2022,2022,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Desungnoen,THA,2020,2024,22,14,32,0,225,7,32.142857142857146,7.03125,27.428571428571427,2/22,0,0,0
S Dhakal,NEP,2022,2024,14,13,20,0,310,6,59,5.988864628820961,58.625,2/31,0,0,0
S Dhamala,NEP,2022,2022,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
S Dhaniram,Canada,2006,2010,55,52,33.4,1,1432,47,31.121951219512194,4.954368133251991,38.40650406504065,5/32,1,1,0
S Dhawan,India,2010,2022,269,5,0,0,18,0,Inf,2,Inf,NA,0,0,0
S Di Bartolomeo,ITA,2023,2024,7,7,24.3,0,128,13,9.846153846153847,5.224489795918367,11.307692307692308,5/14,0,1,0
S Draunivudi,Fiji,2022,2022,3,3,9,0,86,1,86,9.555555555555555,54,1/34,0,0,0
S Dube,India,2019,2024,37,27,45.3,0,540,12,72.72727272727272,7.741193386053199,65.9090909090909,3/30,0,0,0
