match_id,balls_per_over,team1,team2,gender,season,date,event,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire1,umpire2,reserve_umpire,tv_umpire,match_referee,winner,winner_runs,winner_wickets,winner_innings,outcome,method
593989,6,West Indies,Zimbabwe,male,2012/13,2013/03/20,Clive Lloyd Trophy,2,"Windsor Park, Roseau",Dominica,West Indies,field,S Shillingford,REJ Martinesz,AL Hill,JS Wilson,BNJ Oxenford,JJ Crowe,West Indies,65,NA,1,NA,NA
598815,6,India,Australia,male,2012/13,2013/03/22,Border-Gavaskar Trophy,4,Feroz Shah Kotla,Delhi,Australia,bat,RA Jadeja,RA Kettleborough,Aleem Dar,AK Chaudhary,S Ravi,RS Madugalle,India,NA,6,NA,NA,NA
569245,6,New Zealand,England,male,2012/13,2013/03/22,England in New Zealand Test Series,3,Eden Park,Auckland,England,field,NA,RJ Tucker,PR Reiffel,DJ Walker,SJ Davis,RS Mahanama,NA,NA,NA,NA,draw,NA
623576,6,Zimbabwe,Bangladesh,male,2013,2013/04/17,Bangladesh in Zimbabwe Test Series,1,Harare Sports Club,NA,Bangladesh,field,BRM Taylor,AL Hill,BF Bowden,O Chirombe,TJ Matibiri,BC Broad,Zimbabwe,335,NA,NA,NA,NA
623577,6,Zimbabwe,Bangladesh,male,2013,2013/04/25,Bangladesh in Zimbabwe Test Series,2,Harare Sports Club,NA,Zimbabwe,field,Mushfiqur Rahim,AL Hill,IJ Gould,TJ Matibiri,O Chirombe,BC Broad,Bangladesh,143,NA,NA,NA,NA
566921,6,England,New Zealand,male,2013,2013/05/16,New Zealand in England Test Series,1,Lord's,London,England,bat,SCJ Broad,SJ Davis,Aleem Dar,PJ Hartley,M Erasmus,DC Boon,England,170,NA,NA,NA,NA
566922,6,England,New Zealand,male,2013,2013/05/24,New Zealand in England Test Series,2,Headingley,Leeds,England,bat,GP Swann,M Erasmus,SJ Davis,DJ Millns,Aleem Dar,DC Boon,England,247,NA,NA,NA,NA
566932,6,England,Australia,male,2013,2013/07/10,The Ashes,1,Trent Bridge,Nottingham,England,bat,JM Anderson,HDPK Dharmasena,Aleem Dar,NA Mallender,M Erasmus,RS Madugalle,England,14,NA,NA,NA,NA
566933,6,England,Australia,male,2013,2013/07/18,The Ashes,2,Lord's,London,England,bat,JE Root,M Erasmus,HDPK Dharmasena,RT Robinson,AL Hill,RS Madugalle,England,347,NA,NA,NA,NA
566934,6,England,Australia,male,2013,2013/08/01,The Ashes,3,Old Trafford,Manchester,Australia,bat,MJ Clarke,AL Hill,M Erasmus,NGB Cook,HDPK Dharmasena,RS Madugalle,NA,NA,NA,NA,draw,NA
566935,6,England,Australia,male,2013,2013/08/09,The Ashes,4,Riverside Ground,Chester-le-Street,England,bat,SCJ Broad,AL Hill,Aleem Dar,MA Gough,M Erasmus,RS Mahanama,England,74,NA,NA,NA,NA
566936,6,England,Australia,male,2013,2013/08/21,The Ashes,5,Kennington Oval,London,Australia,bat,SR Watson,HDPK Dharmasena,Aleem Dar,RA Kettleborough,AL Hill,RS Mahanama,NA,NA,NA,NA,draw,NA
659555,6,Zimbabwe,Pakistan,male,2013,2013/09/03,Pakistan in Zimbabwe Test Series,1,Harare Sports Club,NA,Zimbabwe,field,Younis Khan,REJ Martinesz,SJ Davis,O Chirombe,TJ Matibiri,J Srinath,Pakistan,221,NA,NA,NA,NA
659557,6,Zimbabwe,Pakistan,male,2013,2013/09/10,Pakistan in Zimbabwe Test Series,2,Harare Sports Club,NA,Zimbabwe,bat,TL Chatara,REJ Martinesz,SJ Davis,TJ Matibiri,O Chirombe,J Srinath,Zimbabwe,24,NA,NA,NA,NA
668949,6,Bangladesh,New Zealand,male,2013/14,2013/10/09,New Zealand in Bangladesh Test Series,1,Zahur Ahmed Chowdhury Stadium,Chittagong,New Zealand,bat,Sohag Gazi,S Ravi,BNJ Oxenford,Sharfuddoula,Enamul Haque,J Srinath,NA,NA,NA,NA,draw,NA
649087,6,Pakistan,South Africa,male,2013/14,2013/10/14,Pakistan v South Africa Test Series,1,Sheikh Zayed Stadium,Abu Dhabi,South Africa,bat,Khurram Manzoor,RJ Tucker,PR Reiffel,Shozab Raza,IJ Gould,DC Boon,Pakistan,NA,7,NA,NA,NA
668951,6,Bangladesh,New Zealand,male,2013/14,2013/10/21,New Zealand in Bangladesh Test Series,2,Shere Bangla National Stadium,Mirpur,Bangladesh,bat,Mominul Haque,BNJ Oxenford,RK Illingworth,Anisur Rahman,Sharfuddoula,J Srinath,NA,NA,NA,NA,draw,NA
649089,6,Pakistan,South Africa,male,2013/14,2013/10/23,Pakistan v South Africa Test Series,2,Dubai International Cricket Stadium,NA,Pakistan,bat,GC Smith,RJ Tucker,IJ Gould,Shozab Raza,PR Reiffel,DC Boon,South Africa,92,NA,1,NA,NA
676525,6,India,West Indies,male,2013/14,2013/11/06,West Indies in India Test Series,1,Eden Gardens,Kolkata,West Indies,bat,RG Sharma,NJ Llong,RA Kettleborough,S Das,VA Kulkarni,AJ Pycroft,India,51,NA,1,NA,NA
676527,6,India,West Indies,male,2013/14,2013/11/14,West Indies in India Test Series,2,Wankhede Stadium,Mumbai,India,field,PP Ojha,NJ Llong,RA Kettleborough,PG Pathak,VA Kulkarni,AJ Pycroft,India,126,NA,1,NA,NA
592397,6,Australia,England,male,2013/14,2013/11/21,The Ashes,1,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,bat,MG Johnson,HDPK Dharmasena,Aleem Dar,P Wilson,M Erasmus,JJ Crowe,Australia,381,NA,NA,NA,NA
661679,6,New Zealand,West Indies,male,2013/14,2013/12/03,West Indies in New Zealand Test Series,1,University Oval,Dunedin,West Indies,field,LRPL Taylor,PR Reiffel,NJ Llong,CB Gaffaney,IJ Gould,RS Mahanama,NA,NA,NA,NA,draw,NA
592398,6,Australia,England,male,2013/14,2013/12/05,The Ashes,2,Adelaide Oval,NA,Australia,bat,MG Johnson,M Erasmus,HDPK Dharmasena,SD Fry,AL Hill,JJ Crowe,Australia,218,NA,NA,NA,NA
661681,6,New Zealand,West Indies,male,2013/14,2013/12/11,West Indies in New Zealand Test Series,2,Basin Reserve,Wellington,West Indies,field,TA Boult,PR Reiffel,IJ Gould,GAV Baxter,NJ Llong,RS Mahanama,New Zealand,73,NA,1,NA,NA
592399,6,Australia,England,male,2013/14,2013/12/13,The Ashes,3,Western Australia Cricket Association Ground,Perth,Australia,bat,SPD Smith,M Erasmus,BF Bowden,MD Martell,AL Hill,JJ Crowe,Australia,150,NA,NA,NA,NA
648665,6,South Africa,India,male,2013/14,2013/12/18,India in South Africa Test Series,1,New Wanderers Stadium,Johannesburg,India,bat,V Kohli,RJ Tucker,SJ Davis,AT Holdstock,S George,AJ Pycroft,NA,NA,NA,NA,draw,NA
661683,6,New Zealand,West Indies,male,2013/14,2013/12/19,West Indies in New Zealand Test Series,3,Seddon Park,Hamilton,New Zealand,field,LRPL Taylor,NJ Llong,IJ Gould,DJ Walker,PR Reiffel,RS Mahanama,New Zealand,NA,8,NA,NA,NA
592400,6,Australia,England,male,2013/14,2013/12/26,The Ashes,4,Melbourne Cricket Ground,NA,Australia,field,MG Johnson,HDPK Dharmasena,Aleem Dar,JD Ward,BF Bowden,RS Madugalle,Australia,NA,8,NA,NA,NA
648667,6,South Africa,India,male,2013/14,2013/12/26,India in South Africa Test Series,2,Kingsmead,Durban,India,bat,DW Steyn,RJ Tucker,SJ Davis,S George,AT Holdstock,AJ Pycroft,South Africa,NA,10,NA,NA,NA
657647,6,Pakistan,Sri Lanka,male,2013/14,2013/12/31,Pakistan v Sri Lanka Test Series,1,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,field,AD Mathews,BNJ Oxenford,RA Kettleborough,Shozab Raza,S Ravi,J Srinath,NA,NA,NA,NA,draw,NA
592401,6,Australia,England,male,2013/14,2014/01/03,The Ashes,5,Sydney Cricket Ground,NA,England,field,RJ Harris,M Erasmus,Aleem Dar,P Wilson,AL Hill,RS Madugalle,Australia,281,NA,NA,NA,NA
657649,6,Pakistan,Sri Lanka,male,2013/14,2014/01/08,Pakistan v Sri Lanka Test Series,2,Dubai International Cricket Stadium,NA,Sri Lanka,field,DPMD Jayawardene,S Ravi,BNJ Oxenford,Shozab Raza,RA Kettleborough,J Srinath,Sri Lanka,NA,9,NA,NA,NA
657651,6,Pakistan,Sri Lanka,male,2013/14,2014/01/16,Pakistan v Sri Lanka Test Series,3,Sharjah Cricket Stadium,NA,Sri Lanka,bat,Azhar Ali,S Ravi,RA Kettleborough,Shozab Raza,BNJ Oxenford,J Srinath,Pakistan,NA,5,NA,NA,NA
690347,6,Bangladesh,Sri Lanka,male,2013/14,2014/01/27,Sri Lanka in Bangladesh Test Series,1,Shere Bangla National Stadium,Mirpur,Sri Lanka,field,DPMD Jayawardene,PR Reiffel,NJ Llong,Anisur Rahman,Sharfuddoula,J Srinath,Sri Lanka,248,NA,1,NA,NA
690349,6,Bangladesh,Sri Lanka,male,2013/14,2014/02/04,Sri Lanka in Bangladesh Test Series,2,Zahur Ahmed Chowdhury Stadium,Chittagong,Sri Lanka,bat,KC Sangakkara,PR Reiffel,NJ Llong,Sharfuddoula,Anisur Rahman,DC Boon,NA,NA,NA,NA,draw,NA
667651,6,New Zealand,India,male,2013/14,2014/02/06,India in New Zealand Test Series,1,Eden Park,Auckland,India,field,BB McCullum,RA Kettleborough,SJ Davis,BF Bowden,GAV Baxter,RS Madugalle,New Zealand,40,NA,NA,NA,NA
648673,6,South Africa,Australia,male,2013/14,2014/02/12,Australia in South Africa Test Series,1,SuperSport Park,Centurion,South Africa,field,MG Johnson,RK Illingworth,Aleem Dar,AT Holdstock,IJ Gould,RS Mahanama,Australia,281,NA,NA,NA,NA
667653,6,New Zealand,India,male,2013/14,2014/02/14,India in New Zealand Test Series,2,Basin Reserve,Wellington,India,field,BB McCullum,RA Kettleborough,SJ Davis,WR Knights,DJ Walker,RS Madugalle,NA,NA,NA,NA,draw,NA
648675,6,South Africa,Australia,male,2013/14,2014/02/20,Australia in South Africa Test Series,2,St George's Park,Port Elizabeth,South Africa,bat,JP Duminy,RK Illingworth,HDPK Dharmasena,AT Holdstock,Aleem Dar,RS Mahanama,South Africa,231,NA,NA,NA,NA
648677,6,South Africa,Australia,male,2013/14,2014/03/01,Australia in South Africa Test Series,3,Newlands,Cape Town,Australia,bat,DA Warner,HDPK Dharmasena,Aleem Dar,AT Holdstock,RK Illingworth,RS Mahanama,Australia,245,NA,NA,NA,NA
730277,6,West Indies,New Zealand,male,2014,2014/06/08,New Zealand in West Indies Test Series,1,"Sabina Park, Kingston",Jamaica,New Zealand,bat,MD Craig,RJ Tucker,RK Illingworth,JS Wilson,IJ Gould,BC Broad,New Zealand,186,NA,NA,NA,NA
667899,6,England,Sri Lanka,male,2014,2014/06/12,Sri Lanka in England Test Series,1,Lord's,London,Sri Lanka,field,JE Root,PR Reiffel,BF Bowden,MA Gough,SJ Davis,AJ Pycroft,NA,NA,NA,NA,draw,NA
730279,6,West Indies,New Zealand,male,2014,2014/06/16,New Zealand in West Indies Test Series,2,"Queen's Park Oval, Port of Spain",Trinidad,New Zealand,bat,KC Brathwaite,RJ Tucker,IJ Gould,PJ Nero,RK Illingworth,BC Broad,West Indies,NA,10,NA,NA,NA
730281,6,West Indies,New Zealand,male,2014,2014/06/26,New Zealand in West Indies Test Series,3,"Kensington Oval, Bridgetown",Barbados,New Zealand,bat,KS Williamson,RK Illingworth,IJ Gould,GO Brathwaite,RJ Tucker,J Srinath,New Zealand,53,NA,NA,NA,NA
667711,6,England,India,male,2014,2014/07/09,Pataudi Trophy,1,Trent Bridge,Nottingham,India,bat,JM Anderson,BNJ Oxenford,HDPK Dharmasena,RJ Bailey,IJ Gould,DC Boon,NA,NA,NA,NA,draw,NA
730089,6,Sri Lanka,South Africa,male,2014,2014/07/16,South Africa in Sri Lanka Test Series,1,Galle International Stadium,NA,South Africa,bat,DW Steyn,RA Kettleborough,BF Bowden,RSA Palliyaguruge,NJ Llong,JJ Crowe,South Africa,153,NA,NA,NA,NA
667713,6,England,India,male,2014,2014/07/17,Pataudi Trophy,2,Lord's,London,England,field,I Sharma,BNJ Oxenford,HDPK Dharmasena,DJ Millns,RK Illingworth,DC Boon,India,95,NA,NA,NA,NA
730091,6,Sri Lanka,South Africa,male,2014,2014/07/24,South Africa in Sri Lanka Test Series,2,Sinhalese Sports Club Ground,Colombo,Sri Lanka,bat,DPMD Jayawardene,NJ Llong,RA Kettleborough,REJ Martinesz,BF Bowden,JJ Crowe,NA,NA,NA,NA,draw,NA
667715,6,England,India,male,2014,2014/07/27,Pataudi Trophy,3,The Rose Bowl,Southampton,England,bat,JM Anderson,RJ Tucker,M Erasmus,RT Robinson,RJ Bailey,DC Boon,England,266,NA,NA,NA,NA
745153,6,Sri Lanka,Pakistan,male,2014,2014/08/06,Pakistan in Sri Lanka Test Series,1,Galle International Stadium,NA,Pakistan,bat,HMRKB Herath,BNJ Oxenford,IJ Gould,RSA Palliyaguruge,RK Illingworth,AJ Pycroft,Sri Lanka,NA,7,NA,NA,NA
667717,6,England,India,male,2014,2014/08/07,Pataudi Trophy,4,Old Trafford,Manchester,India,bat,SCJ Broad,RJ Tucker,M Erasmus,MA Gough,RA Kettleborough,RS Madugalle,England,54,NA,1,NA,NA
736435,6,Zimbabwe,South Africa,male,2014,2014/08/09,NA,NA,Harare Sports Club,NA,Zimbabwe,bat,DL Piedt,CB Gaffaney,Aleem Dar,O Chirombe,TJ Matibiri,RS Mahanama,South Africa,NA,9,NA,NA,NA
667719,6,England,India,male,2014,2014/08/15,Pataudi Trophy,5,Kennington Oval,London,England,field,JE Root,PR Reiffel,HDPK Dharmasena,NA Mallender,RT Robinson,RS Madugalle,England,244,NA,1,NA,NA
730295,6,West Indies,Bangladesh,male,2014,2014/09/05,Bangladesh in West Indies Test Series,1,"Arnos Vale Ground, Kingstown",St Vincent,Bangladesh,field,KC Brathwaite,RK Illingworth,M Erasmus,N Duguid,SJ Davis,RS Mahanama,West Indies,NA,10,NA,NA,NA
730297,6,West Indies,Bangladesh,male,2014,2014/09/13,Bangladesh in West Indies Test Series,2,"Beausejour Stadium, Gros Islet",St Lucia,Bangladesh,field,S Chanderpaul,RK Illingworth,SJ Davis,PJ Nero,M Erasmus,RS Mahanama,West Indies,296,NA,NA,NA,NA
727927,6,Australia,Pakistan,male,2014/15,2014/10/22,Pakistan v Australia Test Series,1,Dubai International Cricket Stadium,NA,Pakistan,bat,Younis Khan,RA Kettleborough,M Erasmus,Ahsan Raza,NJ Llong,RS Madugalle,Pakistan,221,NA,NA,NA,NA
760781,6,Bangladesh,Zimbabwe,male,2014/15,2014/10/25,Zimbabwe in Bangladesh Test Series,1,Shere Bangla National Stadium,Mirpur,Zimbabwe,bat,Taijul Islam,S Ravi,HDPK Dharmasena,Anisur Rahman,BF Bowden,BC Broad,Bangladesh,NA,3,NA,NA,NA
727929,6,Australia,Pakistan,male,2014/15,2014/10/30,Pakistan v Australia Test Series,2,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,bat,Misbah-ul-Haq,NJ Llong,RA Kettleborough,Ahsan Raza,M Erasmus,RS Madugalle,Pakistan,356,NA,NA,NA,NA
760783,6,Bangladesh,Zimbabwe,male,2014/15,2014/11/03,Zimbabwe in Bangladesh Test Series,2,Sheikh Abu Naser Stadium,Khulna,Bangladesh,bat,Shakib Al Hasan,BF Bowden,Aleem Dar,Sharfuddoula,S Ravi,BC Broad,Bangladesh,162,NA,NA,NA,NA
742611,6,New Zealand,Pakistan,male,2014/15,2014/11/09,Pakistan v New Zealand Test Series,1,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,bat,Rahat Ali,RJ Tucker,REJ Martinesz,NA,PR Reiffel,AJ Pycroft,Pakistan,248,NA,NA,NA,NA
760785,6,Bangladesh,Zimbabwe,male,2014/15,2014/11/12,Zimbabwe in Bangladesh Test Series,3,Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,bat,Mominul Haque,CB Gaffaney,Aleem Dar,Sharfuddoula,HDPK Dharmasena,BC Broad,Bangladesh,186,NA,NA,NA,NA
742613,6,New Zealand,Pakistan,male,2014/15,2014/11/17,Pakistan v New Zealand Test Series,2,Dubai International Cricket Stadium,NA,New Zealand,bat,LRPL Taylor,PR Reiffel,REJ Martinesz,Shozab Raza,RJ Tucker,AJ Pycroft,NA,NA,NA,NA,draw,NA
742615,6,New Zealand,Pakistan,male,2014/15,2014/11/26,Pakistan v New Zealand Test Series,3,Sharjah Cricket Stadium,NA,Pakistan,bat,MD Craig,RJ Tucker,PR Reiffel,Shozab Raza,REJ Martinesz,AJ Pycroft,New Zealand,80,NA,1,NA,NA
754737,6,Australia,India,male,2014/15,2014/12/09,Border-Gavaskar Trophy,1,Adelaide Oval,NA,Australia,bat,NM Lyon,IJ Gould,M Erasmus,GC Joshua,MD Martell,JJ Crowe,Australia,48,NA,NA,NA,NA
722329,6,South Africa,West Indies,male,2014/15,2014/12/17,Sir Vivian Richards Trophy,1,SuperSport Park,Centurion,West Indies,field,HM Amla,BF Bowden,Aleem Dar,AT Holdstock,PR Reiffel,RS Madugalle,South Africa,220,NA,1,NA,NA
754739,6,Australia,India,male,2014/15,2014/12/17,Border-Gavaskar Trophy,2,"Brisbane Cricket Ground, Woolloongabba",Brisbane,India,bat,SPD Smith,IJ Gould,M Erasmus,NA,SD Fry,JJ Crowe,Australia,NA,4,NA,NA,NA
749777,6,New Zealand,Sri Lanka,male,2014/15,2014/12/26,Sri Lanka in New Zealand Test Series,1,Hagley Oval,Christchurch,Sri Lanka,field,BB McCullum,BNJ Oxenford,RK Illingworth,DJ Walker,SJ Davis,BC Broad,New Zealand,NA,8,NA,NA,NA
754741,6,Australia,India,male,2014/15,2014/12/26,Border-Gavaskar Trophy,3,Melbourne Cricket Ground,NA,Australia,bat,RJ Harris,RA Kettleborough,HDPK Dharmasena,GC Joshua,JD Ward,RS Mahanama,NA,NA,NA,NA,draw,NA
722331,6,South Africa,West Indies,male,2014/15,2014/12/26,Sir Vivian Richards Trophy,2,St George's Park,Port Elizabeth,West Indies,field,KC Brathwaite,PR Reiffel,BF Bowden,S George,Aleem Dar,RS Madugalle,NA,NA,NA,NA,draw,NA
722333,6,South Africa,West Indies,male,2014/15,2015/01/02,Sir Vivian Richards Trophy,3,Newlands,Cape Town,West Indies,bat,AB de Villiers,PR Reiffel,Aleem Dar,JD Cloete,BF Bowden,RS Madugalle,South Africa,NA,8,NA,NA,NA
749779,6,New Zealand,Sri Lanka,male,2014/15,2015/01/03,Sri Lanka in New Zealand Test Series,2,Basin Reserve,Wellington,Sri Lanka,field,KS Williamson,RK Illingworth,SJ Davis,CB Gaffaney,BNJ Oxenford,BC Broad,New Zealand,193,NA,NA,NA,NA
754743,6,Australia,India,male,2014/15,2015/01/06,Border-Gavaskar Trophy,4,Sydney Cricket Ground,NA,Australia,bat,SPD Smith,RA Kettleborough,HDPK Dharmasena,GA Abood,SD Fry,RS Mahanama,NA,NA,NA,NA,draw,NA
766929,6,West Indies,England,male,2015,2015/04/13,The Wisden Trophy,1,"Sir Vivian Richards Stadium, North Sound",Antigua,West Indies,field,JO Holder,SJ Davis,BF Bowden,JS Wilson,BNJ Oxenford,AJ Pycroft,NA,NA,NA,NA,draw,NA
766931,6,West Indies,England,male,2015,2015/04/21,The Wisden Trophy,2,"National Cricket Stadium, St George's",Grenada,England,field,JE Root,BNJ Oxenford,SJ Davis,PJ Nero,BF Bowden,AJ Pycroft,England,NA,9,NA,NA,NA
858493,6,Bangladesh,Pakistan,male,2015,2015/04/28,Pakistan in Bangladesh Test Series,1,Sheikh Abu Naser Stadium,Khulna,Bangladesh,bat,Tamim Iqbal,REJ Martinesz,NJ Llong,Sharfuddoula,PR Reiffel,JJ Crowe,NA,NA,NA,NA,draw,NA
766933,6,West Indies,England,male,2015,2015/05/01,The Wisden Trophy,3,"Kensington Oval, Bridgetown",Barbados,England,bat,J Blackwood,BNJ Oxenford,BF Bowden,GO Brathwaite,SJ Davis,AJ Pycroft,West Indies,NA,5,NA,NA,NA
858495,6,Bangladesh,Pakistan,male,2015,2015/05/06,Pakistan in Bangladesh Test Series,2,Shere Bangla National Stadium,Mirpur,Bangladesh,field,Azhar Ali,PR Reiffel,NJ Llong,Enamul Haque,REJ Martinesz,JJ Crowe,Pakistan,328,NA,NA,NA,NA
743939,6,England,New Zealand,male,2015,2015/05/21,New Zealand in England Test Series,1,Lord's,London,New Zealand,field,BA Stokes,S Ravi,M Erasmus,NJ Llong,RJ Tucker,DC Boon,England,124,NA,NA,NA,NA
743941,6,England,New Zealand,male,2015,2015/05/29,New Zealand in England Test Series,2,Headingley,Leeds,England,field,BJ Watling,RJ Tucker,S Ravi,NA Mallender,M Erasmus,DC Boon,New Zealand,199,NA,NA,NA,NA
810423,6,West Indies,Australia,male,2015,2015/06/03,The Frank Worrell Trophy,1,"Windsor Park, Roseau",Dominica,West Indies,bat,AC Voges,RA Kettleborough,Aleem Dar,N Duguid,IJ Gould,RS Mahanama,Australia,NA,9,NA,NA,NA
870729,6,Bangladesh,India,male,2015,2015/06/10,NA,NA,Khan Shaheb Osman Ali Stadium,Fatullah,India,bat,S Dhawan,NJ Llong,HDPK Dharmasena,Enamul Haque,Sharfuddoula,AJ Pycroft,NA,NA,NA,NA,draw,NA
810425,6,West Indies,Australia,male,2015,2015/06/11,The Frank Worrell Trophy,2,"Sabina Park, Kingston",Jamaica,West Indies,field,SPD Smith,RA Kettleborough,IJ Gould,PJ Nero,Aleem Dar,RS Mahanama,Australia,277,NA,NA,NA,NA
860263,6,Sri Lanka,Pakistan,male,2015,2015/06/17,Pakistan in Sri Lanka Test Series,1,Galle International Stadium,NA,Pakistan,field,Sarfraz Ahmed,PR Reiffel,RK Illingworth,RSA Palliyaguruge,CB Gaffaney,BC Broad,Pakistan,NA,10,NA,NA,NA
860265,6,Sri Lanka,Pakistan,male,2015,2015/06/25,Pakistan in Sri Lanka Test Series,2,P Sara Oval,Colombo,Pakistan,bat,KTGD Prasad,S Ravi,RK Illingworth,RR Wimalasiri,PR Reiffel,BC Broad,Sri Lanka,NA,7,NA,NA,NA
860267,6,Sri Lanka,Pakistan,male,2015,2015/07/03,Pakistan in Sri Lanka Test Series,3,Pallekele International Cricket Stadium,NA,Pakistan,field,Younis Khan,PR Reiffel,IJ Gould,REJ Martinesz,S Ravi,BC Broad,Pakistan,NA,7,NA,NA,NA
743963,6,England,Australia,male,2015,2015/07/08,The Ashes,1,Sophia Gardens,Cardiff,England,bat,JE Root,M Erasmus,HDPK Dharmasena,NGB Cook,CB Gaffaney,RS Madugalle,England,169,NA,NA,NA,NA
743965,6,England,Australia,male,2015,2015/07/16,The Ashes,2,Lord's,London,Australia,bat,SPD Smith,M Erasmus,HDPK Dharmasena,AG Wharf,CB Gaffaney,RS Madugalle,Australia,405,NA,NA,NA,NA
817213,6,Bangladesh,South Africa,male,2015,2015/07/21,South Africa in Bangladesh Test Series,1,Zahur Ahmed Chowdhury Stadium,Chittagong,South Africa,bat,Mustafizur Rahman,JS Wilson,RA Kettleborough,Sharfuddoula,PR Reiffel,BC Broad,NA,NA,NA,NA,draw,NA
743967,6,England,Australia,male,2015,2015/07/29,The Ashes,3,Edgbaston,Birmingham,Australia,bat,ST Finn,CB Gaffaney,Aleem Dar,RJ Bailey,M Erasmus,RS Madugalle,England,NA,8,NA,NA,NA
817215,6,Bangladesh,South Africa,male,2015,2015/07/30,South Africa in Bangladesh Test Series,2,Shere Bangla National Stadium,Mirpur,Bangladesh,bat,Mushfiqur Rahim,PR Reiffel,RA Kettleborough,Enamul Haque,JS Wilson,BC Broad,NA,NA,NA,NA,draw,NA
743969,6,England,Australia,male,2015,2015/08/06,The Ashes,4,Trent Bridge,Nottingham,England,field,SCJ Broad,S Ravi,Aleem Dar,RT Robinson,M Erasmus,RS Madugalle,England,78,NA,1,NA,NA
895773,6,Sri Lanka,India,male,2015,2015/08/12,India in Sri Lanka Test Series,1,Galle International Stadium,NA,Sri Lanka,bat,LD Chandimal,BNJ Oxenford,NJ Llong,RR Wimalasiri,REJ Martinesz,AJ Pycroft,Sri Lanka,63,NA,NA,NA,NA
743971,6,England,Australia,male,2015,2015/08/20,The Ashes,5,Kennington Oval,London,England,field,SPD Smith,HDPK Dharmasena,Aleem Dar,MA Gough,S Ravi,JJ Crowe,Australia,46,NA,1,NA,NA
895775,6,Sri Lanka,India,male,2015,2015/08/20,India in Sri Lanka Test Series,2,P Sara Oval,Colombo,India,bat,KL Rahul,RJ Tucker,BNJ Oxenford,REJ Martinesz,RSA Palliyaguruge,AJ Pycroft,India,278,NA,NA,NA,NA
895777,6,Sri Lanka,India,male,2015,2015/08/28,India in Sri Lanka Test Series,3,Sinhalese Sports Club Ground,Colombo,Sri Lanka,field,CA Pujara,RJ Tucker,NJ Llong,RSA Palliyaguruge,RR Wimalasiri,AJ Pycroft,India,117,NA,NA,NA,NA
915775,6,Sri Lanka,West Indies,male,2015/16,2015/10/22,Sobers/Tissera Trophy,2,P Sara Oval,Colombo,Sri Lanka,bat,TAM Siriwardana,RJ Tucker,SD Fry,RR Wimalasiri,M Erasmus,DC Boon,Sri Lanka,72,NA,NA,NA,NA
902637,6,England,Pakistan,male,2015/16,2015/10/22,Pakistan v England Test Series,2,Dubai International Cricket Stadium,NA,Pakistan,bat,Wahab Riaz,PR Reiffel,BNJ Oxenford,Ahsan Raza,CB Gaffaney,AJ Pycroft,Pakistan,178,NA,NA,NA,NA
892511,6,Australia,New Zealand,male,2015/16,2015/11/13,Trans-Tasman Trophy,2,Western Australia Cricket Association Ground,Perth,Australia,bat,LRPL Taylor,S Ravi,NJ Llong,MD Martell,RK Illingworth,RS Mahanama,NA,NA,NA,NA,draw,NA
903605,6,India,South Africa,male,2015/16,2015/11/14,Freedom Trophy,2,M Chinnaswamy Stadium,Bangalore,India,field,NA,RA Kettleborough,IJ Gould,CK Nandan,C Shamshuddin,JJ Crowe,NA,NA,NA,NA,draw,NA
903607,6,India,South Africa,male,2015/16,2015/11/25,Freedom Trophy,3,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,bat,R Ashwin,BNJ Oxenford,IJ Gould,C Shamshuddin,AK Chaudhary,JJ Crowe,India,124,NA,NA,NA,NA
892513,6,Australia,New Zealand,male,2015/16,2015/11/27,Trans-Tasman Trophy,3,Adelaide Oval,NA,New Zealand,bat,JR Hazlewood,S Ravi,RK Illingworth,SD Fry,NJ Llong,RS Mahanama,Australia,NA,3,NA,NA,NA
903609,6,India,South Africa,male,2015/16,2015/12/03,Freedom Trophy,4,Feroz Shah Kotla,Delhi,India,bat,AM Rahane,BNJ Oxenford,HDPK Dharmasena,AK Chaudhary,CK Nandan,JJ Crowe,India,337,NA,NA,NA,NA
902639,6,England,Pakistan,male,2015/16,2015/11/01,Pakistan v England Test Series,3,Sharjah Cricket Stadium,NA,Pakistan,bat,Mohammad Hafeez,BNJ Oxenford,CB Gaffaney,Ahsan Raza,PR Reiffel,AJ Pycroft,Pakistan,127,NA,NA,NA,NA
892509,6,Australia,New Zealand,male,2015/16,2015/11/05,Trans-Tasman Trophy,1,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,bat,DA Warner,NJ Llong,RK Illingworth,P Wilson,S Ravi,RS Mahanama,Australia,208,NA,NA,NA,NA
903603,6,India,South Africa,male,2015/16,2015/11/05,Freedom Trophy,1,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,bat,RA Jadeja,RA Kettleborough,HDPK Dharmasena,AK Chaudhary,VA Kulkarni,JJ Crowe,India,108,NA,NA,NA,NA
